index,Project ID,Contractor ID,Project County,Project City,Project ZIP,Climate Zone,Weather Station,Weather Station-Normalization,Project Completion Date,Customer Type,Size of Home,Volume of Home,Number of Units,Year Home Built,Total Project Cost ($),Contractor Incentive ($),Total Incentives ($),Amount Financed Through Program ($),Estimated Annual Electric Savings (kWh),Estimated Annual Gas Savings (MMBtu),Estimated First Year Energy Bill Savings ($),Baseline Electric (kWh),Baseline Gas (MMBtu),Reporting Electric (kWh),Reporting Gas (MMBtu),Evaluated Annual Electric Savings (kWh),Evaluated Annual Gas Savings (MMBtu),Central Hudson,Consolidated Edison,LIPA,National Grid,National Fuel Gas,NYSEG,Orange and Rockland,Rochester Gas and Electric,Location 1
80,P00000642610,CY0000000065,Onondaga,East Syracuse,13057,5|A|Cold,725190,725190,12/15/2007,Market,1792.0,14336.0,1.0,1964.0,10500.0,500.0,0.0,10500.0,,,46.87,7602.53,125.97,8625.35,130.52,-1022.82,-4.55,False,False,False,True,False,False,False,False,"East Syracuse, NY 13057
(43.082222, -76.054431)"
81,P00000642627,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,06/15/2007,Market,2196.0,17568.0,1.0,1999.0,4488.0,224.4,448.8,0.0,,,94.95,11674.02,99.18,11442.31,91.09,231.71,8.09,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
82,P00000642630,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,10/03/2007,Market,2016.0,16128.0,1.0,1979.0,10809.0,500.0,0.0,10809.0,,,294.46,14479.98,93.11,10762.33,85.04,3717.65,8.07,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
83,P00000642638,CY0000000014,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,07/20/2007,Market,4178.0,35364.0,1.0,2002.0,8872.0,443.6,887.2,0.0,,,801.87,14534.26,128.25,11506.05,126.51,3028.21,1.74,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
84,P00000642660,CY0000000014,Oswego,Oswego,13126,5|A|Cold,725146,725190,06/23/2007,Market,2032.0,17170.0,1.0,1922.0,10752.0,500.0,1075.2,0.0,,,1340.36,9114.16,193.32,7725.3,161.58,1388.86,31.74,False,False,False,True,False,False,False,False,"Oswego, NY 13126
(43.440456, -76.474421)"
85,P00000642670,CY0000000210,Erie,Buffalo,14226,5|A|Cold,725280,725280,07/31/2007,Assisted,1680.0,12600.0,1.0,1960.0,4297.0,214.85,2148.5,0.0,,,324.5,4275.21,0.0,5454.4,0.0,-1179.19,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14226
(42.970111, -78.798863)"
86,P00000642672,CY0000000505,Onondaga,Tully,13159,5|A|Cold,725190,725190,07/31/2008,Assisted,2000.0,16000.0,,1994.0,10050.0,0.0,5000.0,0.0,,,1813.32,1173.17,0.0,2223.7,0.0,-1050.53,0.0,False,False,False,True,False,False,False,False,"Tully, NY 13159
(42.806462, -76.12834)"
87,P00000642682,CY0000001501,Erie,Buffalo,14221,5|A|Cold,725280,725280,06/29/2007,Market,1700.0,13600.0,1.0,1957.0,10376.0,500.0,1037.6,0.0,,,849.44,9388.96,0.0,7671.41,0.0,1717.55,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14221
(42.980424, -78.728009)"
88,P00000642695,CY0000000170,Chautauqua,Forestville,14062,5|A|Cold,744989,725235,03/07/2008,Assisted,1232.0,9856.0,1.0,1954.0,3569.0,249.83,1784.5,0.0,,,597.24,9076.55,0.0,10622.97,0.0,-1546.42,0.0,False,False,False,True,False,False,False,False,"Forestville, NY 14062
(42.446985, -79.152324)"
89,P00000642709,CY0000000595,Erie,Buffalo,14226,5|A|Cold,725280,725280,07/26/2007,Market,1272.0,9540.0,,1950.0,1962.0,98.1,196.2,0.0,,,27.64,5622.83,0.0,5977.02,0.0,-354.2,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14226
(42.970111, -78.798863)"
90,P00000642710,CY0000000391,Oswego,Constantia,13044,5|A|Cold,725190,725190,06/29/2007,Market,1832.0,14656.0,1.0,1956.0,11200.0,500.0,1120.0,0.0,,,2344.84,12094.65,0.0,10619.97,0.0,1474.68,0.0,False,False,False,True,False,False,False,False,"Constantia, NY 13044
(43.283541, -76.000052)"
91,P00000642713,CY0000000675,Rensselaer,East Greenbush,12061,5|A|Cold,725180,725180,07/13/2007,Market,4020.0,32160.0,1.0,1970.0,5350.0,267.5,535.0,0.0,,,141.63,9124.3,0.0,8718.91,0.0,405.39,0.0,False,False,False,True,False,False,False,False,"East Greenbush, NY 12061
(42.599137, -73.672428)"
92,P00000642721,CY0000000079,Onondaga,Syracuse,13224,5|A|Cold,725190,725190,06/30/2007,Market,1800.0,14400.0,,1940.0,4550.0,227.5,455.0,0.0,,,1544.89,9343.75,139.01,7507.33,111.74,1836.42,27.26,False,False,False,True,False,False,False,False,"Syracuse, NY 13224
(43.041391, -76.102691)"
93,P00000642730,CY0000000065,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,08/28/2007,Market,1971.0,15768.0,1.0,1954.0,14746.0,500.0,0.0,14746.0,,,1372.77,15070.5,144.0,11774.47,116.8,3296.04,27.2,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
94,P00000642734,CY0000000065,Onondaga,Syracuse,13205,5|A|Cold,725190,725190,08/24/2007,Assisted,1592.0,12736.0,1.0,1952.0,10593.0,500.0,5000.0,5593.0,,,696.83,11073.04,0.0,7006.59,0.0,4066.45,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13205
(43.00819, -76.144124)"
95,P00000642742,CY0000000065,Oswego,Oswego,13126,5|A|Cold,725146,725190,07/20/2007,Market,2416.0,19328.0,1.0,1972.0,12482.0,500.0,1248.2,0.0,,,134.04,15454.81,118.59,14577.9,119.43,876.9,-0.83,False,False,False,True,False,False,False,False,"Oswego, NY 13126
(43.440456, -76.474421)"
96,P00000642745,CY0000000391,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,06/30/2007,Market,1450.0,11600.0,1.0,1950.0,2600.0,130.0,260.0,0.0,,,320.04,11134.79,97.84,7773.31,93.45,3361.48,4.39,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
97,P00000642770,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,06/16/2007,Market,1602.0,12816.0,1.0,1987.0,4996.0,249.8,499.6,0.0,,,130.14,23033.06,131.54,19395.86,103.4,3637.2,28.14,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
98,P00000642776,CY0000001501,Niagara,Middleport,14105,5|A|Cold,725280,725280,07/12/2007,Assisted,1600.0,12800.0,1.0,1900.0,7350.0,367.5,3675.0,3675.0,,,1298.88,5747.08,0.0,9784.31,0.0,-4037.24,0.0,False,False,False,True,False,False,False,False,"Middleport, NY 14105
(43.196189, -78.488556)"
99,P00000642787,CY0000001501,Erie,Buffalo,14218,5|A|Cold,725280,725280,08/29/2007,Market,1100.0,8800.0,1.0,1950.0,12952.0,500.0,0.0,12952.0,,,861.74,5755.7,0.0,6069.45,0.0,-313.76,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14218
(42.818699, -78.818268)"
100,P00000642789,CY0000000065,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,08/15/2007,Market,2044.0,16352.0,1.0,1984.0,8806.0,440.3,0.0,8806.0,,,1101.56,0.0,53.76,0.0,33.48,0.0,20.29,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
101,P00000642805,CY0000000065,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,09/26/2007,Market,1176.0,9408.0,1.0,1940.0,3700.0,185.0,370.0,0.0,,,1418.1,3303.42,94.31,3085.99,75.17,217.43,19.13,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
102,P00000642812,CY0000000023,Monroe,Rush,14543,5|A|Cold,725290,725290,09/01/2007,Market,1176.0,9056.0,1.0,1920.0,6042.0,302.1,604.2,0.0,,,285.66,4634.8,0.0,2232.59,0.0,2402.22,0.0,False,False,False,True,False,False,False,False,"Rush, NY 14543
(42.994235, -77.673475)"
103,P00000642817,CY0000000675,Columbia,Valatie,12184,5|A|Cold,744104,725180,06/30/2007,Market,2928.0,23424.0,1.0,2003.0,5566.0,278.3,556.6,0.0,,,605.16,10388.44,0.0,9872.64,0.0,515.8,0.0,False,False,False,True,False,False,False,False,"Valatie, NY 12184
(42.424589, -73.658014)"
104,P00000642828,CY0000000835,Erie,Amherst,14226,5|A|Cold,725280,725280,09/06/2007,Assisted,1170.0,9360.0,1.0,1954.0,6100.0,427.0,2750.0,0.0,,,170.51,3271.78,0.0,2639.81,0.0,631.96,0.0,False,False,False,True,False,False,False,False,"Amherst, NY 14226
(42.970111, -78.798863)"
105,P00000642836,CY0000000264,Schenectady,Schenectady,12306,5|A|Cold,725180,725180,10/11/2007,Market,2512.0,17696.0,1.0,1965.0,12325.0,500.0,1232.5,0.0,,,1130.55,4903.04,0.0,4756.28,0.0,146.76,0.0,False,False,False,True,False,False,False,False,"Schenectady, NY 12306
(42.798298, -74.002183)"
106,P00000642846,CY0000000675,Saratoga,Ballston Lake,12019,5|A|Cold,725180,725180,10/26/2007,Market,3000.0,23550.0,1.0,1980.0,7836.0,391.8,783.6,0.0,,,1785.19,12759.86,210.27,12408.63,181.27,351.23,29.0,False,False,False,True,False,False,False,False,"Ballston Lake, NY 12019
(42.926649, -73.865824)"
107,P00000642849,CY0000001501,Erie,Buffalo,14221,5|A|Cold,725280,725280,09/26/2007,Market,2000.0,16000.0,1.0,1960.0,8125.0,406.25,812.5,0.0,,,396.22,6804.34,0.0,6805.6,0.0,-1.26,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14221
(42.980424, -78.728009)"
108,P00000642854,CY0000000036,Rensselaer,Troy,12180,5|A|Cold,725180,725180,10/25/2007,Market,1926.0,14094.0,1.0,1915.0,17971.84,934.44,1797.18,0.0,,,2489.29,12605.84,0.0,6583.79,0.0,6022.05,0.0,False,False,False,True,False,False,False,False,"Troy, NY 12180
(42.736751, -73.637848)"
109,P00000642856,CY0000000665,Orleans,Lyndonville,14098,5|A|Cold,725287,725287,09/07/2007,Assisted,1911.0,13520.0,1.0,1955.0,9978.0,498.9,4989.0,0.0,,,878.42,5935.13,0.0,13663.03,0.0,-7727.9,0.0,False,False,False,True,False,False,False,False,"Lyndonville, NY 14098
(43.339556, -78.378393)"
110,P00000642861,CY0000000014,Oswego,Central Square,13036,5|A|Cold,725146,725190,06/30/2007,Market,1394.0,11152.0,1.0,1990.0,15656.0,500.0,1565.6,0.0,,,90.41,9202.52,0.0,10752.96,0.0,-1550.44,0.0,False,False,False,True,False,False,False,False,"Central Square, NY 13036
(43.309824, -76.166889)"
111,P00000642869,CY0000000391,Onondaga,Syracuse,13210,5|A|Cold,725190,725190,07/14/2007,Market,1820.0,14560.0,1.0,1930.0,5900.0,295.0,590.0,0.0,,,1282.52,7230.65,0.0,8244.35,0.0,-1013.7,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13210
(43.034152, -76.126551)"
112,P00000642889,CY0000000645,Genesee,Oakfield,14125,5|A|Cold,725280,725280,08/22/2007,Assisted,520.0,4160.0,1.0,1965.0,10605.0,787.1,5000.0,5355.0,,,1035.9,7761.65,0.0,7242.22,0.0,519.43,0.0,False,False,False,True,False,False,False,False,"Oakfield, NY 14125
(43.079847, -78.27821)"
113,P00000642891,CY0000000391,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,07/17/2007,Market,2380.0,19040.0,1.0,1985.0,4568.0,228.4,0.0,4568.0,,,662.4,16801.61,103.43,14190.43,102.81,2611.17,0.62,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
114,P00000642892,CY0000000014,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,09/08/2007,Market,1888.0,15424.0,1.0,1930.0,3600.0,180.0,0.0,3600.0,,,104.2,16430.52,138.94,17328.07,130.07,-897.56,8.86,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
115,P00000642896,CY0000000313,Erie,Buffalo,14228,5|A|Cold,725280,725280,06/16/2007,Market,2500.0,20000.0,,1890.0,2441.67,122.08,244.17,0.0,,,19.26,10876.89,0.0,9265.54,0.0,1611.35,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14228
(43.03041, -78.793874)"
116,P00000642897,CY0000000014,Oswego,Phoenix,13135,5|A|Cold,725146,725190,10/23/2007,Market,1796.0,14368.0,,1982.0,2850.0,142.5,285.0,0.0,,,1176.48,7524.06,81.31,4923.64,72.72,2600.42,8.59,False,False,False,True,False,False,False,False,"Phoenix, NY 13135
(43.250396, -76.316143)"
117,P00000642899,CY0000000313,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,07/20/2007,Market,1100.0,8250.0,,1950.0,2644.0,267.2,264.4,0.0,,,248.15,11628.24,0.0,13315.47,0.0,-1687.23,0.0,False,False,False,True,False,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
118,P00000642913,CY0000000023,Monroe,Brockport,14420,5|A|Cold,725290,725290,06/30/2007,Market,1518.0,12144.0,1.0,1954.0,3135.0,156.75,313.5,0.0,,,48.49,5959.5,0.0,4168.9,0.0,1790.6,0.0,False,False,False,True,False,False,False,False,"Brockport, NY 14420
(43.21043, -77.933006)"
119,P00000642917,CY0000001033,Albany,Albany,12205,5|A|Cold,725180,725180,08/24/2007,Market,2376.0,17543.0,1.0,1949.0,3265.0,163.25,326.5,0.0,,,1022.66,8818.26,200.14,8880.49,119.67,-62.22,80.47,False,False,False,True,False,False,False,False,"Albany, NY 12205
(42.712719, -73.824203)"
120,P00000642922,CY0000000391,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,06/30/2007,Market,1620.0,12960.0,1.0,1983.0,4878.0,243.9,487.8,0.0,,,372.22,12657.65,94.24,13429.0,81.18,-771.35,13.07,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
121,P00000642925,CY0000000210,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,09/06/2007,Assisted,1129.0,8468.0,1.0,1952.0,5000.0,250.0,2500.0,2500.0,,,448.06,7425.32,0.0,7500.57,0.0,-75.25,0.0,False,False,False,True,False,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
122,P00000642929,CY0000000391,Onondaga,Syracuse,13214,5|A|Cold,725190,725190,07/14/2007,Market,2660.0,19880.0,1.0,1938.0,11225.0,500.0,1122.5,0.0,,,803.12,9944.47,131.23,8780.35,101.69,1164.12,29.54,False,False,False,True,False,False,False,False,"Syracuse, NY 13214
(43.040484, -76.074122)"
123,P00000642931,CY0000000293,Genesee,Corfu,14036,5|A|Cold,725280,725280,09/27/2007,Market,1428.0,11424.0,1.0,1956.0,17122.0,0.0,1712.2,0.0,,,1179.68,6749.36,0.0,7194.35,0.0,-444.99,0.0,False,False,False,True,False,False,False,False,"Corfu, NY 14036
(42.979426, -78.387178)"
124,P00000642938,CY0000000675,Albany,Albany,12204,5|A|Cold,725180,725180,06/30/2007,Market,1152.0,9216.0,1.0,1920.0,6270.0,313.5,627.0,0.0,,,1150.94,11340.38,132.98,8332.72,90.24,3007.67,42.74,False,False,False,True,False,False,False,False,"Albany, NY 12204
(42.684133, -73.734184)"
125,P00000642945,CY0000000391,Onondaga,Syracuse,13203,5|A|Cold,725190,725190,12/01/2007,Market,2100.0,16800.0,1.0,1984.0,19300.0,500.0,1930.0,0.0,,,605.0,5101.99,62.83,4230.75,51.43,871.24,11.39,False,False,False,True,False,False,False,False,"Syracuse, NY 13203
(43.060552, -76.135856)"
126,P00000642955,CY0000000210,Erie,Buffalo,14206,5|A|Cold,725280,725280,09/06/2007,Assisted,1000.0,8000.0,1.0,1940.0,4547.0,227.35,2273.5,0.0,,,686.7,14688.41,0.0,12879.75,0.0,1808.66,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14206
(42.880862, -78.811012)"
127,P00000642960,CY0000000261,Albany,Delmar,12054,5|A|Cold,725180,725180,09/22/2007,Market,1900.0,15200.0,,1977.0,12400.0,500.0,1240.0,0.0,,,799.23,18309.39,0.0,15151.48,0.0,3157.92,0.0,False,False,False,True,False,False,False,False,"Delmar, NY 12054
(42.612026, -73.848428)"
128,P00000642971,CY0000000277,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,07/20/2007,Market,1556.0,11274.0,,1985.0,13865.0,500.0,1386.5,0.0,,,164.1,7966.16,113.37,8725.49,112.29,-759.33,1.09,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
129,P00000642978,CY0000001501,Erie,Tonawanda,14150,5|A|Cold,725287,725287,06/23/2007,Market,1950.0,15600.0,1.0,1943.0,13988.0,500.0,1398.8,0.0,,,801.57,6269.71,0.0,5963.01,0.0,306.69,0.0,False,False,False,True,False,False,False,False,"Tonawanda, NY 14150
(42.999597, -78.867291)"
130,P00000642990,CY0000001501,Erie,Buffalo,14226,5|A|Cold,725280,725280,08/21/2007,Market,3000.0,24000.0,1.0,1929.0,11500.0,500.0,0.0,11500.0,,,107.55,9488.59,0.0,10204.04,0.0,-715.45,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14226
(42.970111, -78.798863)"
131,P00000642994,CY0000000065,Onondaga,Syracuse,13224,5|A|Cold,725190,725190,07/14/2007,Market,2856.0,22848.0,1.0,1948.0,8500.0,425.0,850.0,0.0,,,179.06,4879.58,81.32,5188.82,73.82,-309.24,7.5,False,False,False,True,False,False,False,False,"Syracuse, NY 13224
(43.041391, -76.102691)"
132,P00000643003,CY0000000065,Onondaga,Syracuse,13209,5|A|Cold,725190,725190,09/26/2007,Market,958.0,7664.0,1.0,1960.0,6561.0,328.05,656.1,0.0,,,27.88,2648.35,75.57,3137.8,80.22,-489.45,-4.65,False,False,False,True,False,False,False,False,"Syracuse, NY 13209
(43.083879, -76.24511)"
133,P00000643011,CY0000000264,Schenectady,Schenectady,12309,5|A|Cold,725180,725180,06/16/2007,Market,1886.0,15088.0,1.0,1955.0,6230.0,311.5,623.0,0.0,,,675.11,11430.93,0.0,9565.88,0.0,1865.05,0.0,False,False,False,True,False,False,False,False,"Schenectady, NY 12309
(42.799243, -73.875502)"
134,P00000643025,CY0000000065,Oswego,Oswego,13126,5|A|Cold,725146,725190,08/02/2007,Market,1896.0,15168.0,1.0,1979.0,8134.0,406.7,813.4,0.0,,,431.09,30587.85,0.0,27117.83,0.0,3470.02,0.0,False,False,False,True,False,False,False,False,"Oswego, NY 13126
(43.440456, -76.474421)"
135,P00000643030,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,08/17/2007,Market,1728.0,13824.0,1.0,1974.0,3389.0,169.45,338.9,0.0,,,734.3,0.0,100.95,0.0,83.48,0.0,17.47,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
136,P00000643032,CY0000000065,Onondaga,Manlius,13104,5|A|Cold,725190,725190,08/17/2007,Market,2095.0,16760.0,1.0,1967.0,9640.0,482.0,964.0,0.0,,,58.36,0.0,109.55,0.0,101.24,0.0,8.31,False,False,False,True,False,False,False,False,"Manlius, NY 13104
(42.979204, -75.962381)"
137,P00000643057,CY0000001067,Erie,Buffalo,14228,5|A|Cold,725280,725280,06/16/2007,Market,1920.0,15360.0,1.0,1978.0,7750.0,387.5,775.0,0.0,,,351.59,14107.58,0.0,14672.69,0.0,-565.11,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14228
(43.03041, -78.793874)"
138,P00000643066,CY0000000391,Onondaga,Syracuse,13210,5|A|Cold,725190,725190,08/15/2007,Market,1526.0,12208.0,1.0,1920.0,15892.0,500.0,1589.2,0.0,,,2963.37,5008.78,195.99,4389.39,97.12,619.4,98.87,False,False,False,True,False,False,False,False,"Syracuse, NY 13210
(43.034152, -76.126551)"
139,P00000643077,CY0000000675,Albany,Albany,12204,5|A|Cold,725180,725180,12/28/2007,Market,1632.0,13056.0,1.0,1920.0,4574.0,228.7,457.4,0.0,,,701.21,2220.49,117.15,2676.84,81.61,-456.35,35.55,False,False,False,True,False,False,False,False,"Albany, NY 12204
(42.684133, -73.734184)"
140,P00000643078,CY0000000484,Chautauqua,Lakewood,14750,5|A|Cold,725235,725235,07/24/2007,Assisted,1248.0,9984.0,1.0,1926.0,11596.0,500.0,5000.0,0.0,,,1497.69,5258.71,0.0,5553.79,0.0,-295.08,0.0,False,False,False,True,False,False,False,False,"Lakewood, NY 14750
(42.090549, -79.325071)"
141,P00000643082,CY0000000391,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,07/14/2007,Market,1209.0,9672.0,1.0,1953.0,6610.0,330.5,661.0,0.0,,,880.8,8294.63,66.51,6542.04,52.17,1752.58,14.34,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
142,P00000643088,CY0000000065,Onondaga,Syracuse,13208,5|A|Cold,725190,725190,09/01/2007,Market,1920.0,15360.0,1.0,1929.0,9372.0,468.6,937.2,0.0,,,287.56,7652.77,63.74,7366.32,62.06,286.44,1.68,False,False,False,True,False,False,False,False,"Syracuse, NY 13208
(43.075602, -76.14789)"
143,P00000643091,CY0000000065,Oswego,Pennellville,13132,5|A|Cold,725146,725190,10/16/2007,Market,1400.0,11200.0,1.0,1984.0,16917.0,500.0,1691.7,0.0,,,337.94,16186.02,0.0,13018.65,0.0,3167.37,0.0,False,False,False,True,False,False,False,False,"Pennellville, NY 13132
(43.263181, -76.241571)"
144,P00000643092,CY0000000065,Onondaga,Marcellus,13108,5|A|Cold,725190,725190,07/20/2007,Market,2024.0,16192.0,1.0,1972.0,15114.0,500.0,1511.4,0.0,,,528.3,5511.93,0.0,4675.33,0.0,836.59,0.0,False,False,False,True,False,False,False,False,"Marcellus, NY 13108
(42.974441, -76.331005)"
145,P00000643097,CY0000000065,Onondaga,Brewerton,13029,5|A|Cold,725190,725190,06/27/2007,Market,2131.0,17048.0,1.0,1981.0,3950.0,197.5,395.0,0.0,,,32.45,12188.63,98.06,10461.55,102.2,1727.08,-4.14,False,False,False,True,False,False,False,False,"Brewerton, NY 13029
(43.223906, -76.139362)"
146,P00000643104,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,07/20/2007,Market,1736.0,13888.0,1.0,1963.0,19535.0,500.0,1953.5,0.0,,,106.61,7649.32,121.0,7087.78,117.96,561.54,3.04,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
147,P00000643106,CY0000000014,Jefferson,Mannsville,13661,6|A|Cold,726227,726227,06/29/2007,Market,1988.0,16401.0,,1935.0,7000.0,350.0,700.0,0.0,,,3807.3,3466.36,162.1,9697.93,113.82,-6231.57,48.28,False,False,False,True,False,False,False,False,"Mannsville, NY 13661
(43.71319, -76.089192)"
148,P00000643107,CY0000000065,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,08/02/2007,Market,1600.0,12800.0,1.0,1952.0,10623.0,500.0,1062.3,0.0,,,666.54,5098.13,0.0,3490.66,0.0,1607.47,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
149,P00000643108,CY0000000065,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,08/02/2007,Market,1700.0,13600.0,1.0,1973.0,8300.0,415.0,830.0,0.0,,,211.81,9572.56,0.0,8534.3,0.0,1038.26,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
150,P00000643109,CY0000000065,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,12/01/2007,Market,1512.0,12096.0,1.0,1950.0,6293.0,314.65,629.3,0.0,,,187.97,10609.74,64.11,11012.47,63.13,-402.73,0.99,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
151,P00000643113,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,07/20/2007,Market,1802.0,14416.0,1.0,1991.0,8090.0,404.5,809.0,0.0,,,107.84,6199.23,68.9,6206.93,67.1,-7.71,1.8,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
152,P00000643118,CY0000000003,Livingston,Caledonia,14423,5|A|Cold,725290,725290,08/01/2007,Market,1692.0,13536.0,1.0,1970.0,9325.0,466.25,932.5,0.0,,,1009.25,6993.83,0.0,5825.85,0.0,1167.98,0.0,False,False,False,True,False,False,False,False,"Caledonia, NY 14423
(42.943297, -77.838265)"
153,P00000643124,CY0000000391,Onondaga,Camillus,13031,5|A|Cold,725190,725190,06/30/2007,Market,2332.0,18656.0,1.0,1958.0,3873.0,193.65,387.3,0.0,,,501.0,4071.75,74.59,4091.19,64.35,-19.44,10.25,False,False,False,True,False,False,False,False,"Camillus, NY 13031
(43.042358, -76.293014)"
154,P00000643127,CY0000000065,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,08/30/2007,Market,960.0,7680.0,1.0,1978.0,9135.0,456.75,913.5,0.0,,,105.26,34719.83,0.0,29493.62,0.0,5226.21,0.0,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
155,P00000643128,CY0000000380,Onondaga,Syracuse,13205,5|A|Cold,725190,725190,06/20/2007,Assisted,2600.0,20800.0,1.0,1952.0,8192.0,573.44,4096.0,0.0,,,387.93,11858.98,0.0,10343.73,0.0,1515.24,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13205
(43.00819, -76.144124)"
156,P00000643139,CY0000000391,Onondaga,Fayetteville,13066,5|A|Cold,725190,725190,08/17/2007,Market,2240.0,17920.0,1.0,1966.0,5494.0,274.7,549.4,0.0,,,458.79,17669.72,0.0,14615.7,0.0,3054.02,0.0,False,False,False,True,False,False,False,False,"Fayetteville, NY 13066
(43.029416, -76.009703)"
